distance,from,to,n
53,G,CO,2
53,G,G,500
53,G,GO,7
53,G,H,366
53,G,HC,197
53,G,HCG,417
53,G,HCGO,2248
53,G,HCO,11
53,G,HG,8
53,G,HGO,5
53,G,HO,1
53,G,O,1011
53,GO,C,2
53,GO,G,6
53,GO,H,5
53,GO,HC,3
53,GO,HCG,7
53,GO,HCGO,28
53,GO,HGO,1
53,GO,O,11
53,H,C,275
53,H,CG,22
53,H,CGO,5
53,H,CO,3
53,H,G,367
53,H,GO,4
53,H,H,288
53,H,HC,96
53,H,HCG,328
53,H,HCGO,1601
53,H,HCO,2
53,H,HG,20
53,H,HGO,4
53,H,HO,1
53,H,O,725
53,HC,C,109
53,HC,CG,2
53,HC,CGO,2
53,HC,G,190
53,HC,GO,5
53,HC,H,118
53,HC,HC,95
53,HC,HCG,121
53,HC,HCGO,643
53,HC,HCO,6
53,HC,HGO,1
53,HC,O,302
53,HCG,C,317
53,HCG,CG,8
53,HCG,CGO,2
53,HCG,CO,2
53,HCG,G,419
53,HCG,GO,4
53,HCG,H,326
53,HCG,HC,135
53,HCG,HCG,514
53,HCG,HCGO,2046
53,HCG,HCO,8
53,HCG,HG,7
53,HCG,HGO,2
53,HCG,HO,2
53,HCG,O,947
53,HCGO,C,1634
53,HCGO,CG,71
53,HCGO,CGO,23
53,HCGO,CO,11
53,HCGO,G,2243
53,HCGO,GO,21
53,HCGO,H,1615
53,HCGO,HC,686
53,HCGO,HCG,2075
53,HCGO,HCGO,10198
53,HCGO,HCO,35
53,HCGO,HG,69
53,HCGO,HGO,22
53,HCGO,HO,12
53,HCGO,O,4447
53,HCO,C,3
53,HCO,G,10
53,HCO,H,3
53,HCO,HC,2
53,HCO,HCG,5
53,HCO,HCGO,37
53,HCO,O,8
53,HG,C,28
53,HG,G,18
53,HG,H,15
53,HG,HCG,13
53,HG,HCGO,58
53,HG,HG,3
53,HG,O,29
53,HGO,C,4
53,HGO,CG,1
53,HGO,G,3
53,HGO,H,2
53,HGO,HC,1
53,HGO,HCG,3
53,HGO,HCGO,25
53,HGO,O,8
53,HO,C,1
53,HO,CGO,1
53,HO,G,3
53,HO,H,2
53,HO,HC,3
53,HO,HCG,3
53,HO,HCGO,9
53,HO,HCO,1
53,HO,O,4
53,O,C,700
53,O,CG,34
53,O,CGO,13
53,O,CO,1
53,O,G,1088
53,O,GO,6
53,O,H,696
53,O,HC,298
53,O,HCG,882
53,O,HCGO,4358
53,O,HCO,14
53,O,HG,42
53,O,HGO,13
53,O,HO,11
53,O,O,1896
574,C,C,267
574,C,CG,7
574,C,CGO,4
574,C,CO,2
574,C,G,333
574,C,GO,3
574,C,H,282
574,C,HC,123
574,C,HCG,332
574,C,HCGO,1623
574,C,HCO,3
574,C,HG,12
574,C,HGO,6
574,C,HO,2
574,C,O,692
574,CG,C,17
574,CG,CG,1
574,CG,G,22
574,CG,H,18
574,CG,HC,12
574,CG,HCG,22
574,CG,HCGO,84
574,CG,O,34
574,CGO,C,4
574,CGO,G,2
574,CGO,H,5
574,CGO,HC,4
574,CGO,HCG,5
574,CGO,HCGO,20
574,CGO,O,15
574,CO,G,2
574,CO,H,3
574,CO,HCG,3
574,CO,HCGO,14
574,CO,O,3
574,G,C,376
574,G,CG,28
574,G,CGO,7
574,G,CO,1
574,G,G,517
574,G,GO,4
574,G,H,377
574,G,HC,183
574,G,HCG,461
574,G,HCGO,2293
574,G,HCO,10
574,G,HG,19
574,G,HGO,2
574,G,HO,4
574,G,O,979
574,GO,C,6
574,GO,G,7
574,GO,H,6
574,GO,HC,2
574,GO,HCG,3
574,GO,HCGO,25
574,GO,HG,1
574,GO,O,16
574,H,C,244
574,H,CG,12
574,H,CGO,6
574,H,CO,2
574,H,G,367
574,H,GO,8
574,H,H,316
574,H,HC,118
574,H,HCG,311
574,H,HCGO,1666
574,H,HCO,3
574,H,HG,21
574,H,HGO,4
574,H,HO,3
574,H,O,723
574,HC,C,107
574,HC,CG,8
574,HC,G,164
574,HC,GO,5
574,HC,H,118
574,HC,HC,62
574,HC,HCG,143
574,HC,HCGO,694
574,HC,HCO,4
574,HC,HG,8
574,HC,HGO,1
574,HC,O,316
574,HCG,C,334
574,HCG,CG,19
574,HCG,CGO,4
574,HCG,CO,2
574,HCG,G,428
574,HCG,GO,5
574,HCG,H,322
574,HCG,HC,142
574,HCG,HCG,446
574,HCG,HCGO,2013
574,HCG,HCO,4
574,HCG,HG,16
574,HCG,HGO,5
574,HCG,HO,2
574,HCG,O,864
574,HCGO,C,1567
574,HCGO,CG,84
574,HCGO,CGO,21
574,HCGO,CO,14
574,HCGO,G,2305
574,HCGO,GO,20
574,HCGO,H,1656
574,HCGO,HC,626
574,HCGO,HCG,1993
574,HCGO,HCGO,9999
574,HCGO,HCO,40
574,HCGO,HG,78
574,HCGO,HGO,19
574,HCGO,HO,9
574,HCGO,O,4298
574,HCO,C,4
574,HCO,G,9
574,HCO,H,5
574,HCO,HC,2
574,HCO,HCG,7
574,HCO,HCGO,40
574,HCO,O,16
574,HG,C,20
574,HG,G,19
574,HG,H,19
574,HG,HC,6
574,HG,HCG,12
574,HG,HCGO,89
574,HG,O,28
574,HGO,C,3
574,HGO,G,1
574,HGO,H,2
574,HGO,HC,1
574,HGO,HCG,7
574,HGO,HCGO,21
574,HGO,O,9
574,HO,C,2
574,HO,G,2
574,HO,H,2
574,HO,HC,1
574,HO,HCGO,14
574,HO,HG,1
574,HO,O,1
574,O,C,715
574,O,CG,43
574,O,CGO,12
574,O,CO,2
574,O,G,986
574,O,GO,8
574,O,H,686
574,O,HC,289
574,O,HCG,887
574,O,HCGO,4419
574,O,HCO,15
574,O,HG,37
574,O,HGO,12
574,O,HO,5
574,O,O,2022
6210,C,C,290
6210,C,CG,15
6210,C,CGO,2
6210,C,G,373
6210,C,GO,3
6210,C,H,289
6210,C,HC,103
6210,C,HCG,319
6210,C,HCGO,1596
6210,C,HCO,8
6210,C,HG,16
6210,C,HO,6
6210,C,O,748
6210,CG,C,7
6210,CG,CG,2
6210,CG,G,19
6210,CG,H,7
6210,CG,HC,8
6210,CG,HCG,10
6210,CG,HCGO,75
6210,CG,O,35
6210,CGO,C,4
6210,CGO,G,1
6210,CGO,H,4
6210,CGO,HC,2
6210,CGO,HCG,1
6210,CGO,HCGO,23
6210,CGO,O,7
6210,CO,C,4
6210,CO,H,1
6210,CO,HCG,3
6210,CO,HCGO,9
6210,CO,O,5
6210,G,C,359
6210,G,CG,23
6210,G,CGO,3
6210,G,CO,4
6210,G,G,492
6210,G,GO,5
6210,G,H,358
6210,G,HC,173
6210,G,HCG,415
6210,G,HCGO,2310
6210,G,HCO,8
6210,G,HG,12
6210,G,HGO,4
6210,G,HO,2
6210,G,O,1033
6210,GO,C,5
6210,GO,G,11
6210,GO,H,9
6210,GO,HC,1
6210,GO,HCG,1
6210,GO,HCGO,23
6210,GO,O,13
6210,H,C,267
6210,H,CG,15
6210,H,CGO,4
6210,H,CO,3
6210,H,G,346
6210,H,GO,3
6210,H,H,273
6210,H,HC,91
6210,H,HCG,343
6210,H,HCGO,1644
6210,H,HCO,9
6210,H,HG,19
6210,H,HGO,1
6210,H,HO,3
6210,H,O,727
6210,HC,C,109
6210,HC,CG,5
6210,HC,CGO,1
6210,HC,CO,1
6210,HC,G,169
6210,HC,GO,1
6210,HC,H,98
6210,HC,HC,52
6210,HC,HCG,141
6210,HC,HCGO,674
6210,HC,HCO,4
6210,HC,HG,3
6210,HC,HGO,1
6210,HC,HO,1
6210,HC,O,306
6210,HCG,C,302
6210,HCG,CG,22
6210,HCG,CGO,3
6210,HCG,CO,1
6210,HCG,G,459
6210,HCG,GO,8
6210,HCG,H,328
6210,HCG,HC,139
6210,HCG,HCG,451
6210,HCG,HCGO,1987
6210,HCG,HCO,8
6210,HCG,HG,15
6210,HCG,HGO,5
6210,HCG,O,967
6210,HCGO,C,1605
6210,HCGO,CG,87
6210,HCGO,CGO,24
6210,HCGO,CO,13
6210,HCGO,G,2216
6210,HCGO,GO,23
6210,HCGO,H,1635
6210,HCGO,HC,706
6210,HCGO,HCG,2052
6210,HCGO,HCGO,9951
6210,HCGO,HCO,45
6210,HCGO,HG,83
6210,HCGO,HGO,25
6210,HCGO,HO,4
6210,HCGO,O,4393
6210,HCO,C,5
6210,HCO,G,4
6210,HCO,H,3
6210,HCO,HCG,9
6210,HCO,HCGO,29
6210,HCO,HCO,1
6210,HCO,O,11
6210,HG,C,14
6210,HG,CG,1
6210,HG,G,18
6210,HG,H,13
6210,HG,HC,2
6210,HG,HCG,18
6210,HG,HCGO,65
6210,HG,HCO,1
6210,HG,HG,1
6210,HG,O,25
6210,HGO,C,4
6210,HGO,H,2
6210,HGO,HC,1
6210,HGO,HCG,1
6210,HGO,HCGO,21
6210,HGO,O,11
6210,HO,G,1
6210,HO,H,1
6210,HO,HCG,2
6210,HO,HCGO,8
6210,HO,O,2
6210,O,C,721
6210,O,CG,40
6210,O,CGO,4
6210,O,CO,8
6210,O,G,1039
6210,O,GO,15
6210,O,H,694
6210,O,HC,303
6210,O,HCG,937
6210,O,HCGO,4331
6210,O,HCO,13
6210,O,HG,37
6210,O,HGO,6
6210,O,HO,5
6210,O,O,1929
67234,C,C,252
67234,C,CG,11
67234,C,CGO,4
67234,C,CO,3
67234,C,G,362
67234,C,GO,2
67234,C,H,265
67234,C,HC,117
67234,C,HCG,335
67234,C,HCGO,1612
67234,C,HCO,3
67234,C,HG,10
67234,C,HGO,3
67234,C,HO,1
67234,C,O,742
67234,CG,C,9
67234,CG,CG,2
67234,CG,G,15
67234,CG,H,10
67234,CG,HC,6
67234,CG,HCG,21
67234,CG,HCGO,98
67234,CG,O,38
67234,CGO,G,4
67234,CGO,H,4
67234,CGO,HC,2
67234,CGO,HCG,4
67234,CGO,HCGO,23
67234,CGO,O,8
67234,CO,G,4
67234,CO,H,1
67234,CO,HCG,2
67234,CO,HCGO,15
67234,CO,O,3
67234,G,C,352
67234,G,CG,13
67234,G,CGO,2
67234,G,CO,1
67234,G,G,470
67234,G,GO,9
67234,G,H,387
67234,G,HC,143
67234,G,HCG,473
67234,G,HCGO,2281
67234,G,HCO,11
67234,G,HG,13
67234,G,HGO,2
67234,G,HO,1
67234,G,O,1008
67234,GO,C,5
67234,GO,G,7
67234,GO,H,4
67234,GO,HCG,1
67234,GO,HCGO,20
67234,GO,O,14
67234,H,C,236
67234,H,CG,15
67234,H,CGO,1
67234,H,G,365
67234,H,GO,2
67234,H,H,287
67234,H,HC,105
67234,H,HCG,321
67234,H,HCGO,1682
67234,H,HCO,6
67234,H,HG,8
67234,H,HGO,2
67234,H,HO,1
67234,H,O,728
67234,HC,C,105
67234,HC,CG,9
67234,HC,CGO,1
67234,HC,CO,1
67234,HC,G,166
67234,HC,GO,1
67234,HC,H,136
67234,HC,HC,60
67234,HC,HCG,142
67234,HC,HCGO,689
67234,HC,HCO,4
67234,HC,HG,5
67234,HC,HO,2
67234,HC,O,303
67234,HCG,C,314
67234,HCG,CG,15
67234,HCG,CGO,5
67234,HCG,CO,2
67234,HCG,G,455
67234,HCG,GO,5
67234,HCG,H,362
67234,HCG,HC,144
67234,HCG,HCG,415
67234,HCG,HCGO,1961
67234,HCG,HCO,9
67234,HCG,HG,15
67234,HCG,HGO,4
67234,HCG,HO,3
67234,HCG,O,884
67234,HCGO,C,1713
67234,HCGO,CG,81
67234,HCGO,CGO,16
67234,HCGO,CO,10
67234,HCGO,G,2196
67234,HCGO,GO,19
67234,HCGO,H,1551
67234,HCGO,HC,676
67234,HCGO,HCG,2043
67234,HCGO,HCGO,10043
67234,HCGO,HCO,38
67234,HCGO,HG,96
67234,HCGO,HGO,15
67234,HCGO,HO,9
67234,HCGO,O,4369
67234,HCO,C,3
67234,HCO,CG,1
67234,HCO,G,12
67234,HCO,H,3
67234,HCO,HC,1
67234,HCO,HCG,7
67234,HCO,HCGO,35
67234,HCO,HO,1
67234,HCO,O,8
67234,HG,C,19
67234,HG,G,15
67234,HG,H,11
67234,HG,HC,4
67234,HG,HCG,12
67234,HG,HCGO,77
67234,HG,HG,1
67234,HG,O,25
67234,HGO,C,3
67234,HGO,G,5
67234,HGO,H,3
67234,HGO,HC,3
67234,HGO,HCG,6
67234,HGO,HCGO,22
67234,HGO,O,4
67234,HO,C,1
67234,HO,G,1
67234,HO,H,1
67234,HO,HC,1
67234,HO,HCG,3
67234,HO,HCGO,9
67234,HO,O,4
67234,O,C,694
67234,O,CG,29
67234,O,CGO,10
67234,O,CO,3
67234,O,G,944
67234,O,GO,8
67234,O,H,724
67234,O,HC,336
67234,O,HCG,889
67234,O,HCGO,4283
67234,O,HCO,17
67234,O,HG,25
67234,O,HGO,12
67234,O,HO,3
67234,O,O,1897
7,C,C,270
7,C,CG,12
7,C,CGO,3
7,C,CO,1
7,C,G,371
7,C,GO,4
7,C,H,280
7,C,HC,85
7,C,HCG,317
7,C,HCGO,1588
7,C,HCO,6
7,C,HG,22
7,C,HGO,6
7,C,HO,1
7,C,O,724
7,CG,C,16
7,CG,CG,10
7,CG,G,10
7,CG,H,28
7,CG,HC,1
7,CG,HCG,11
7,CG,HCGO,73
7,CG,HGO,1
7,CG,HO,1
7,CG,O,42
7,CGO,C,5
7,CGO,G,6
7,CGO,H,2
7,CGO,HC,2
7,CGO,HCG,4
7,CGO,HCGO,26
7,CGO,O,13
7,CO,C,3
7,CO,G,1
7,CO,H,4
7,CO,HC,1
7,CO,HCGO,2
7,CO,HG,1
7,CO,O,4
7,G,C,346
7,G,CG,17
7,G,CGO,3
7,G,CO,2
7,G,G,557
7,G,GO,8
7,G,H,332
7,G,HC,197
7,G,HCG,444
7,G,HCGO,2258
7,G,HCO,7
7,G,HG,14
7,G,HGO,2
7,G,HO,2
7,G,O,993
7,GO,C,10
7,GO,G,2
7,GO,GO,2
7,GO,H,3
7,GO,HC,3
7,GO,HCG,1
7,GO,HCGO,22
7,GO,O,11
7,H,C,281
7,H,CG,24
7,H,CGO,4
7,H,CO,1
7,H,G,391
7,H,GO,3
7,H,H,287
7,H,HC,100
7,H,HCG,338
7,H,HCGO,1656
7,H,HCO,3
7,H,HG,16
7,H,HGO,4
7,H,HO,3
7,H,O,700
7,HC,C,91
7,HC,CG,1
7,HC,CGO,2
7,HC,CO,1
7,HC,G,177
7,HC,GO,4
7,HC,H,94
7,HC,HC,98
7,HC,HCG,124
7,HC,HCGO,751
7,HC,HCO,4
7,HC,HG,1
7,HC,O,278
7,HCG,C,332
7,HCG,CG,11
7,HCG,CGO,5
7,HCG,CO,2
7,HCG,G,450
7,HCG,GO,1
7,HCG,H,329
7,HCG,HC,120
7,HCG,HCG,448
7,HCG,HCGO,2003
7,HCG,HCO,5
7,HCG,HG,12
7,HCG,HGO,5
7,HCG,HO,1
7,HCG,O,902
7,HCGO,C,1601
7,HCGO,CG,82
7,HCGO,CGO,31
7,HCGO,CO,10
7,HCGO,G,2181
7,HCGO,GO,27
7,HCGO,H,1663
7,HCGO,HC,680
7,HCGO,HCG,2003
7,HCGO,HCGO,10316
7,HCGO,HCO,32
7,HCGO,HG,78
7,HCGO,HGO,22
7,HCGO,HO,11
7,HCGO,O,4272
7,HCO,C,4
7,HCO,G,13
7,HCO,H,5
7,HCO,HC,3
7,HCO,HCG,9
7,HCO,HCGO,33
7,HCO,HCO,1
7,HCO,HO,1
7,HCO,O,11
7,HG,C,19
7,HG,CG,1
7,HG,G,13
7,HG,H,20
7,HG,HC,2
7,HG,HCG,11
7,HG,HCGO,70
7,HG,HG,8
7,HG,O,35
7,HGO,C,2
7,HGO,G,3
7,HGO,GO,1
7,HGO,H,3
7,HGO,HC,3
7,HGO,HCG,4
7,HGO,HCGO,16
7,HGO,O,9
7,HO,C,1
7,HO,CG,1
7,HO,G,5
7,HO,HC,1
7,HO,HCG,5
7,HO,HCGO,7
7,HO,O,2
7,O,C,717
7,O,CG,35
7,O,CGO,10
7,O,CO,3
7,O,G,998
7,O,GO,12
7,O,H,758
7,O,HC,285
7,O,HCG,978
7,O,HCGO,4434
7,O,HCO,12
7,O,HG,41
7,O,HGO,4
7,O,HO,6
7,O,O,1962
79,C,C,306
79,C,CG,17
79,C,CGO,3
79,C,CO,2
79,C,G,353
79,C,GO,6
79,C,H,282
79,C,HC,101
79,C,HCG,324
79,C,HCGO,1647
79,C,HCO,4
79,C,HG,25
79,C,HGO,3
79,C,HO,5
79,C,O,709
79,CG,C,17
79,CG,CG,4
79,CG,G,15
79,CG,H,15
79,CG,HCG,12
79,CG,HCGO,88
79,CG,HG,1
79,CG,O,36
79,CGO,C,7
79,CGO,CG,2
79,CGO,G,2
79,CGO,H,5
79,CGO,HC,2
79,CGO,HCG,3
79,CGO,HCGO,27
79,CGO,HCO,1
79,CGO,HO,1
79,CGO,O,8
79,CO,C,2
79,CO,G,2
79,CO,H,1
79,CO,HCG,2
79,CO,HCGO,17
79,CO,O,3
79,G,C,380
79,G,CG,18
79,G,CGO,5
79,G,CO,2
79,G,G,514
79,G,GO,7
79,G,H,346
79,G,HC,183
79,G,HCG,425
79,G,HCGO,2264
79,G,HCO,12
79,G,HG,19
79,G,HGO,1
79,G,HO,5
79,G,O,1025
79,GO,C,1
79,GO,G,5
79,GO,GO,1
79,GO,H,3
79,GO,HC,5
79,GO,HCG,4
79,GO,HCGO,21
79,GO,O,14
79,H,C,289
79,H,CG,23
79,H,CGO,3
79,H,CO,1
79,H,G,354
79,H,GO,2
79,H,H,281
79,H,HC,88
79,H,HCG,315
79,H,HCGO,1611
79,H,HCO,6
79,H,HG,13
79,H,HGO,2
79,H,HO,3
79,H,O,664
79,HC,C,94
79,HC,CG,4
79,HC,CGO,1
79,HC,G,170
79,HC,GO,5
79,HC,H,93
79,HC,HC,78
79,HC,HCG,115
79,HC,HCGO,676
79,HC,HCO,2
79,HC,HG,1
79,HC,HGO,1
79,HC,HO,2
79,HC,O,297
79,HCG,C,339
79,HCG,CG,10
79,HCG,CGO,3
79,HCG,CO,2
79,HCG,G,420
79,HCG,GO,1
79,HCG,H,341
79,HCG,HC,126
79,HCG,HCG,477
79,HCG,HCGO,1945
79,HCG,HCO,5
79,HCG,HG,7
79,HCG,HGO,5
79,HCG,HO,1
79,HCG,O,892
79,HCGO,C,1593
79,HCGO,CG,92
79,HCGO,CGO,26
79,HCGO,CO,8
79,HCGO,G,2327
79,HCGO,GO,23
79,HCGO,H,1689
79,HCGO,HC,672
79,HCGO,HCG,2079
79,HCGO,HCGO,10181
79,HCGO,HCO,34
79,HCGO,HG,71
79,HCGO,HGO,18
79,HCGO,HO,10
79,HCGO,O,4380
79,HCO,C,6
79,HCO,CG,1
79,HCO,G,4
79,HCO,H,7
79,HCO,HC,5
79,HCO,HCG,9
79,HCO,HCGO,35
79,HCO,HG,1
79,HCO,O,11
79,HG,C,19
79,HG,CG,1
79,HG,G,12
79,HG,H,10
79,HG,HC,3
79,HG,HCG,12
79,HG,HCGO,87
79,HG,HG,3
79,HG,O,30
79,HGO,C,2
79,HGO,CG,1
79,HGO,G,4
79,HGO,H,4
79,HGO,HC,2
79,HGO,HCG,9
79,HGO,HCGO,24
79,HGO,HG,3
79,HGO,O,9
79,HO,C,3
79,HO,G,2
79,HO,H,1
79,HO,HCG,3
79,HO,HCGO,6
79,HO,O,1
79,O,C,799
79,O,CG,32
79,O,CGO,6
79,O,CO,9
79,O,G,947
79,O,GO,13
79,O,H,742
79,O,HC,321
79,O,HCG,895
79,O,HCGO,4260
79,O,HCO,15
79,O,HG,36
79,O,HGO,8
79,O,HO,4
79,O,O,2043
853,C,C,279
853,C,CG,16
853,C,CGO,5
853,C,G,363
853,C,GO,1
853,C,H,278
853,C,HC,90
853,C,HCG,329
853,C,HCGO,1617
853,C,HCO,9
853,C,HG,14
853,C,HGO,3
853,C,O,748
853,CG,C,10
853,CG,G,22
853,CG,H,14
853,CG,HC,8
853,CG,HCG,20
853,CG,HCGO,91
853,CG,HCO,1
853,CG,O,37
853,CGO,C,5
853,CGO,G,2
853,CGO,H,4
853,CGO,HC,1
853,CGO,HCG,8
853,CGO,HCGO,18
853,CGO,HG,1
853,CGO,O,12
853,CO,C,1
853,CO,G,2
853,CO,H,1
853,CO,HC,1
853,CO,HCG,5
853,CO,HCGO,5
853,CO,O,3
853,G,C,340
853,G,CG,18
853,G,CGO,4
853,G,CO,1
853,G,G,501
853,G,GO,7
853,G,H,356
853,G,HC,176
853,G,HCG,494
853,G,HCGO,2212
853,G,HCO,4
853,G,HG,23
853,G,HGO,4
853,G,HO,3
853,G,O,996
853,GO,C,3
853,GO,G,7
853,GO,H,7
853,GO,HC,2
853,GO,HCG,2
853,GO,HCGO,25
853,GO,O,6
853,H,C,258
853,H,CG,17
853,H,CGO,7
853,H,CO,1
853,H,G,358
853,H,GO,10
853,H,H,290
853,H,HC,124
853,H,HCG,310
853,H,HCGO,1612
853,H,HCO,3
853,H,HG,15
853,H,HGO,4
853,H,O,716
853,HC,C,120
853,HC,CG,6
853,HC,CO,3
853,HC,G,152
853,HC,H,114
853,HC,HC,48
853,HC,HCG,129
853,HC,HCGO,665
853,HC,HCO,3
853,HC,HG,5
853,HC,HGO,1
853,HC,HO,1
853,HC,O,326
853,HCG,C,310
853,HCG,CG,16
853,HCG,CGO,6
853,HCG,G,453
853,HCG,GO,6
853,HCG,H,317
853,HCG,HC,112
853,HCG,HCG,412
853,HCG,HCGO,2024
853,HCG,HCO,2
853,HCG,HG,14
853,HCG,HGO,3
853,HCG,HO,2
853,HCG,O,919
853,HCGO,C,1657
853,HCGO,CG,97
853,HCGO,CGO,28
853,HCGO,CO,7
853,HCGO,G,2282
853,HCGO,GO,20
853,HCGO,H,1572
853,HCGO,HC,733
853,HCGO,HCG,1935
853,HCGO,HCGO,9964
853,HCGO,HCO,34
853,HCGO,HG,67
853,HCGO,HGO,23
853,HCGO,HO,6
853,HCGO,O,4280
853,HCO,C,5
853,HCO,G,6
853,HCO,GO,1
853,HCO,H,6
853,HCO,HC,4
853,HCO,HCG,6
853,HCO,HCGO,35
853,HCO,O,22
853,HG,C,18
853,HG,CG,1
853,HG,G,16
853,HG,GO,1
853,HG,H,11
853,HG,HC,2
853,HG,HCG,17
853,HG,HCGO,71
853,HG,HG,2
853,HG,O,35
853,HGO,C,8
853,HGO,G,6
853,HGO,H,2
853,HGO,HC,1
853,HGO,HCG,2
853,HGO,HCGO,15
853,HGO,O,9
853,HO,G,3
853,HO,H,3
853,HO,HC,2
853,HO,HCGO,10
853,HO,HGO,1
853,HO,O,3
853,O,C,720
853,O,CG,34
853,O,CGO,16
853,O,CO,7
853,O,G,972
853,O,GO,5
853,O,H,685
853,O,HC,331
853,O,HCG,875
853,O,HCGO,4426
853,O,HCO,12
853,O,HG,27
853,O,HGO,9
853,O,HO,4
853,O,O,1947
9237,C,C,277
9237,C,CG,15
9237,C,CGO,4
9237,C,CO,1
9237,C,G,354
9237,C,GO,3
9237,C,H,295
9237,C,HC,97
9237,C,HCG,300
9237,C,HCGO,1602
9237,C,HCO,3
9237,C,HG,12
9237,C,HGO,1
9237,C,HO,2
9237,C,O,708
9237,CG,C,10
9237,CG,CG,1
9237,CG,G,26
9237,CG,H,18
9237,CG,HC,4
9237,CG,HCG,21
9237,CG,HCGO,79
9237,CG,HG,1
9237,CG,O,38
9237,CGO,CGO,1
9237,CGO,G,3
9237,CGO,HCG,3
9237,CGO,HCGO,22
9237,CGO,O,8
9237,CO,C,2
9237,CO,G,2
9237,CO,HC,1
9237,CO,HCG,2
9237,CO,HCGO,9
9237,CO,O,4
9237,G,C,389
9237,G,CG,21
9237,G,CGO,5
9237,G,CO,4
9237,G,G,491
9237,G,GO,8
9237,G,H,374
9237,G,HC,164
9237,G,HCG,445
9237,G,HCGO,2234
9237,G,HCO,10
9237,G,HG,14
9237,G,HGO,4
9237,G,HO,1
9237,G,O,970
9237,GO,C,3
9237,GO,G,3
9237,GO,H,3
9237,GO,HC,1
9237,GO,HCG,4
9237,GO,HCGO,36
9237,GO,HCO,1
9237,GO,O,9
9237,H,C,254
9237,H,CG,5
9237,H,CGO,3
9237,H,CO,4
9237,H,G,382
9237,H,GO,3
9237,H,H,284
9237,H,HC,98
9237,H,HCG,325
9237,H,HCGO,1611
9237,H,HCO,5
9237,H,HG,10
9237,H,HGO,2
9237,H,HO,3
9237,H,O,749
9237,HC,C,113
9237,HC,CG,6
9237,HC,CGO,2
9237,HC,G,176
9237,HC,GO,2
9237,HC,H,122
9237,HC,HC,41
9237,HC,HCG,141
9237,HC,HCGO,683
9237,HC,HCO,3
9237,HC,HG,2
9237,HC,HGO,2
9237,HC,O,315
9237,HCG,C,356
9237,HCG,CG,9
9237,HCG,CGO,6
9237,HCG,CO,2
9237,HCG,G,448
9237,HCG,GO,5
9237,HCG,H,329
9237,HCG,HC,141
9237,HCG,HCG,449
9237,HCG,HCGO,2077
9237,HCG,HCO,9
9237,HCG,HG,16
9237,HCG,HGO,2
9237,HCG,HO,2
9237,HCG,O,849
9237,HCGO,C,1673
9237,HCGO,CG,77
9237,HCGO,CGO,17
9237,HCGO,CO,11
9237,HCGO,G,2222
9237,HCGO,GO,23
9237,HCGO,H,1658
9237,HCGO,HC,697
9237,HCGO,HCG,1958
9237,HCGO,HCGO,9976
9237,HCGO,HCO,38
9237,HCGO,HG,73
9237,HCGO,HGO,17
9237,HCGO,HO,13
9237,HCGO,O,4485
9237,HCO,C,9
9237,HCO,G,7
9237,HCO,H,6
9237,HCO,HC,1
9237,HCO,HCG,7
9237,HCO,HCGO,35
9237,HCO,HG,1
9237,HCO,O,15
9237,HG,C,13
9237,HG,CG,2
9237,HG,G,20
9237,HG,H,15
9237,HG,HC,8
9237,HG,HCG,13
9237,HG,HCGO,76
9237,HG,HG,2
9237,HG,O,30
9237,HGO,C,2
9237,HGO,G,5
9237,HGO,H,1
9237,HGO,HCG,4
9237,HGO,HCGO,20
9237,HGO,O,8
9237,HO,C,1
9237,HO,G,3
9237,HO,GO,1
9237,HO,H,1
9237,HO,HC,1
9237,HO,HCG,1
9237,HO,HCGO,5
9237,HO,O,3
9237,O,C,723
9237,O,CG,38
9237,O,CGO,4
9237,O,CO,9
9237,O,G,1013
9237,O,GO,7
9237,O,H,739
9237,O,HC,306
9237,O,HCG,873
9237,O,HCGO,4332
9237,O,HCO,14
9237,O,HG,29
9237,O,HGO,4
9237,O,HO,3
9237,O,O,1941
